t,state,mode,x,y,z,vx,vy,vz,carrot_x,carrot_y,carrot_z,force,cmd,az,roll,pitch,solve_ms,ref_vx,ref_vy,ref_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz
20.471963314997993,nav_to_wp,0,0.0004183838900644332,2.6140997409820557,1.796207070350647,-0.003423502668738365,0.32112979888916016,-0.0004887804388999939,-1.2798240389796358e-19,2.628005358379706,1.7998185123743262,0.3804251271213838,32742,0.22760229871724924,-0.003512622511100206,0.001359918418371464,0.5232990006334148,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.492045036997297,nav_to_wp,0,0.00033322154195047915,2.6202120780944824,1.7962112426757812,-0.003813511924818158,0.32065823674201965,-0.0004656060482375324,-1.27100794587017e-19,2.634012110649814,1.7998197625554115,0.3804138512634153,32741,0.22730478267586385,-0.0036496288241496984,0.0016545508352738825,0.5611970009340439,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.512068484997144,nav_to_wp,0,0.0002417707146378234,2.626312017440796,1.7962148189544678,-0.004135546274483204,0.32010895013809204,-0.0004893045988865197,-1.262160343358273e-19,2.6400403315197014,1.7998210172047413,0.38042688997471064,32742,0.22764881199764098,-0.0038628727525404014,0.0019199521301616063,0.5134780003572814,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.531894705000013,nav_to_wp,0,0.00014555451343767345,2.632397413253784,1.7962167263031006,-0.004383747931569815,0.31948935985565186,-0.0005683578201569617,-1.253410994068773e-19,2.646001608590408,1.7998222579211058,0.3804696619331157,32746,0.2287773597128151,-0.004057649866604316,0.0021513631551799417,0.4849929973715916,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.552121728997008,nav_to_wp,0,4.619235551217571e-05,2.6384668350219727,1.7962169647216797,-0.004553773906081915,0.3188095688819885,-0.0006475923000834882,-1.244594890832504e-19,2.652008367760307,1.7998235081036271,0.3805147818127101,32750,0.2299678578551454,-0.004348603163405937,0.0023449250840805735,0.6564399991475511,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.571945182997297,nav_to_wp,0,-5.88966031500604e-05,2.6448073387145996,1.7962148189544678,-0.004639863967895508,0.3179796636104584,-0.0007163326954469085,-1.235781597208925e-19,2.658013212630164,1.7998247578877267,0.38055728864830923,32753,0.2310894102456249,-0.004431465080670842,0.0025003657916742306,0.49768299868446775,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.592013354998926,nav_to_wp,0,-0.0001587744045536965,2.6507859230041504,1.7962130308151245,-0.004639106336981058,0.31697776913642883,-0.0007059206836856902,-1.226980939136021e-19,2.664009448400531,1.7998260058800206,0.380560568132353,32754,0.2311759401676241,-0.004976525244702944,0.00260492608369689,0.5598979987553321,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.611906672998884,nav_to_wp,0,-0.00025669109891168773,2.656751871109009,1.7962117195129395,-0.004557712469249964,0.3159961998462677,-0.0006932875839993358,-1.2181885579943403e-19,2.6700000447709047,1.79982725269859,0.3805622069317084,32754,0.23121918025615606,-0.005518273422026494,0.0026650574217019773,0.49302300249109976,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.631974089999858,nav_to_wp,0,-0.0003510250535327941,2.6627044677734375,1.796210765838623,-0.004395714029669762,0.3150399923324585,-0.0006791719933971763,-1.20937533878402e-19,2.6760048389400715,1.7998285024721372,0.3805627650939245,32754,0.2312339074914096,-0.006075663295133437,0.0026790693690743606,0.5435579987533856,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.65162421399873,nav_to_wp,0,-0.0004402025952003896,2.668644428253174,1.7962104082107544,-0.004155145492404699,0.3141118288040161,-0.0006633391021750867,-1.2005993380228216e-19,2.6819842747105715,1.7998297469678588,0.38056171463570626,32754,0.23120619091573147,-0.006604969716727664,0.002646381055559921,0.3266139974584803,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
